Date,KO,PEP
2014-06-13,28.329195022583008,62.42795944213867
2014-06-16,28.532705307006836,62.68572998046875
2014-06-17,28.715147018432617,62.49242401123047
2014-06-18,29.164260864257812,63.65235137939453
2014-06-19,29.32568359375,64.51152038574219
2014-06-20,29.255491256713867,63.7955322265625
2014-06-23,29.2835636138916,63.28715133666992
2014-06-24,29.367765426635742,63.04374313354492
2014-06-25,29.444955825805664,63.423221588134766
2014-06-26,29.494075775146484,63.44467544555664
2014-06-27,29.606359481811523,63.55207824707031
2014-06-30,29.725648880004883,63.96737289428711
2014-07-01,29.676544189453125,63.81699752807617
2014-07-02,29.676544189453125,64.20364379882812
2014-07-03,29.634429931640625,64.45423889160156
2014-07-07,29.571252822875977,64.33967590332031
2014-07-08,29.430925369262695,64.24662017822266
2014-07-09,29.43794059753418,64.27523040771484
2014-07-10,29.655481338500977,64.51152038574219
2014-07-11,29.451976776123047,64.33253479003906
2014-07-14,29.739686965942383,65.21321868896484
2014-07-15,29.5432071685791,64.68335723876953
2014-07-16,29.5572452545166,64.79793548583984
2014-07-17,29.48706817626953,64.43276977539062
2014-07-18,29.774768829345703,64.50436401367188
2014-07-21,29.753726959228516,64.37549591064453
2014-07-22,28.904624938964844,63.845664978027344
2014-07-23,28.637964248657227,65.02704620361328
2014-07-24,28.750234603881836,65.80748748779297
2014-07-25,28.771284103393555,65.54972076416016
2014-07-28,28.546737670898438,65.13445281982422
2014-07-29,28.315168380737305,64.54019165039062
2014-07-30,27.802894592285156,63.65949630737305
2014-07-31,27.57132339477539,63.07952880859375
2014-08-01,27.57132339477539,63.08669662475586
2014-08-04,27.648502349853516,64.21795654296875
2014-08-05,27.494129180908203,63.86710739135742
2014-08-06,28.0134220123291,64.80506896972656
2014-08-07,27.61341094970703,64.36833190917969
2014-08-08,27.683597564697266,64.6475601196289
2014-08-11,27.76780128479004,65.72157287597656
2014-08-12,27.844995498657227,65.30628204345703
2014-08-13,28.02744483947754,65.6857681274414
2014-08-14,28.195865631103516,65.72157287597656
2014-08-15,28.68708610534668,65.76451873779297
2014-08-18,29.016895294189453,65.97932434082031
2014-08-19,28.953733444213867,65.77169799804688
2014-08-20,28.94672393798828,66.0365982055664
2014-08-21,29.059003829956055,65.90773010253906
2014-08-22,28.85550880432129,65.58550262451172
2014-08-25,29.059003829956055,66.7239761352539
2014-08-26,29.192333221435547,66.3015365600586
2014-08-27,29.192333221435547,66.0365982055664
2014-08-28,29.21337890625,66.28721618652344
2014-08-29,29.276546478271484,66.22276306152344
2014-09-02,29.22040557861328,66.21558380126953
2014-09-03,29.31865119934082,66.88262939453125
2014-09-04,29.381797790527344,66.233642578125
2014-09-05,29.360755920410156,66.16152954101562
2014-09-08,29.31865119934082,66.24085998535156
2014-09-09,29.430925369262695,65.92355346679688
2014-09-10,29.592321395874023,66.19038391113281
2014-09-11,29.652414321899414,66.08943176269531
2014-09-12,29.30605125427246,65.5269546508789
2014-09-15,29.334327697753906,65.76492309570312
2014-09-16,29.433284759521484,66.75285339355469
2014-09-17,29.412073135375977,66.95474243164062
2014-09-18,29.539318084716797,67.3297119140625
2014-09-19,29.72310447692871,67.63258361816406
2014-09-22,29.8432559967041,67.4811782836914
2014-09-23,29.6099910736084,67.01243591308594
2014-09-24,29.878612518310547,67.4234619140625
2014-09-25,29.53223991394043,66.82495880126953
2014-09-26,29.829116821289062,67.1566390991211
2014-09-29,29.86446189880371,67.17108917236328
2014-09-30,30.15427017211914,67.1278076171875
2014-10-01,30.21082305908203,66.8105239868164
2014-10-02,30.15427017211914,66.76005554199219
2014-10-03,30.394594192504883,67.4234619140625
2014-10-06,30.818693161010742,67.3297119140625
2014-10-07,31.04490089416504,67.13501739501953
2014-10-08,31.490217208862305,67.74073791503906
2014-10-09,31.00956153869629,67.47392272949219
2014-10-10,31.433670043945312,68.25275421142578
2014-10-13,31.15092658996582,67.74073791503906
2014-10-14,30.84699249267578,67.07009887695312
2014-10-15,30.557178497314453,66.17594909667969
2014-10-16,30.083589553833008,65.4692611694336
2014-10-17,30.309778213500977,65.98847198486328
2014-10-20,30.599599838256836,67.45951080322266
2014-10-21,28.75470733642578,67.58932495117188
2014-10-22,28.712297439575195,68.11571502685547
2014-10-23,28.881938934326172,67.61094665527344
2014-10-24,29.002092361450195,68.21669006347656
2014-10-27,28.811256408691406,68.23110961914062
2014-10-28,28.669889450073242,68.6926040649414
2014-10-29,28.952625274658203,68.28157043457031
2014-10-30,29.263643264770508,68.97384643554688
2014-10-31,29.602928161621094,69.34880828857422
2014-11-03,29.55345344543457,69.1036376953125
2014-11-04,29.56051254272461,69.75263214111328
2014-11-05,29.906871795654297,69.86801147460938
2014-11-06,29.89274787902832,69.81031799316406
2014-11-07,29.91394805908203,69.80311584472656
2014-11-10,29.96341323852539,69.92570495605469
2014-11-11,30.048240661621094,69.73099517822266
2014-11-12,30.189603805541992,70.06272888183594
2014-11-13,30.246166229248047,71.05785369873047
2014-11-14,30.203750610351562,70.46650695800781
2014-11-17,30.338048934936523,70.97128295898438
2014-11-18,30.769227981567383,70.62517547607422
2014-11-19,31.25696563720703,70.96411895751953
2014-11-20,31.27816390991211,70.7116928100586
2014-11-21,31.454879760742188,71.3102035522461
2014-11-24,31.292299270629883,71.15882110595703
2014-11-25,31.405391693115234,71.3390884399414
2014-11-26,31.52284049987793,71.64192962646484
2014-11-28,31.907175064086914,72.18277740478516
2014-12-01,31.7078914642334,71.87268829345703
2014-12-02,31.700767517089844,72.39189910888672
2014-12-03,31.174081802368164,71.36482238769531
2014-12-04,30.96056365966797,70.95109558105469
2014-12-05,30.98190689086914,70.9583511352539
2014-12-08,30.704341888427734,70.97285461425781
2014-12-09,29.92142677307129,70.50106811523438
2014-12-10,29.608261108398438,69.81151580810547
2014-12-11,29.55843734741211,69.89134979248047
2014-12-12,29.117164611816406,68.76632690429688
2014-12-15,28.87517738342285,68.3307876586914
2014-12-16,28.747058868408203,67.20574951171875
2014-12-17,29.572677612304688,68.02593231201172
2014-12-18,30.1705265045166,69.21633911132812
2014-12-19,29.85737419128418,69.27438354492188
2014-12-22,30.142066955566406,70.13089752197266
2014-12-23,30.583341598510742,70.66800689697266
2014-12-24,30.561981201171875,70.47203063964844
2014-12-26,30.57621955871582,70.4430160522461
2014-12-29,30.50505256652832,70.2107162475586
2014-12-30,30.433870315551758,69.65181732177734
2014-12-31,30.049530029296875,68.63565826416016
2015-01-02,29.99259376525879,68.54856872558594
2015-01-05,29.99259376525879,68.03321838378906
2015-01-06,30.220348358154297,67.51786804199219
2015-01-07,30.597578048706055,69.49215698242188
2015-01-08,30.967676162719727,70.75511169433594
2015-01-09,30.62603759765625,70.27606964111328
2015-01-12,30.348468780517578,69.9857177734375
2015-01-13,30.341344833374023,69.93492889404297
2015-01-14,30.29153060913086,70.16716766357422
2015-01-15,30.163402557373047,70.16716766357422
2015-01-16,30.270187377929688,70.61720275878906
2015-01-20,30.718568801879883,70.77687072753906
2015-01-21,30.860931396484375,70.69707489013672
2015-01-22,31.15984344482422,71.78580474853516
2015-01-23,30.825326919555664,71.5172348022461
2015-01-26,30.604684829711914,71.63336181640625
2015-01-27,30.1705265045166,70.2034683227539
2015-01-28,29.83601188659668,69.47763061523438
2015-01-29,29.964143753051758,69.70262908935547
2015-01-30,29.302221298217773,68.06949615478516
2015-02-02,29.60113525390625,69.1945571899414
2015-02-03,29.629619598388672,69.8260269165039
2015-02-04,29.665197372436523,70.11637878417969
2015-02-05,29.743499755859375,70.12361145019531
2015-02-06,29.50150489807129,70.19622039794922
2015-02-09,29.34491539001465,69.6590576171875
2015-02-10,30.17764663696289,71.12528991699219
2015-02-11,30.156307220458984,72.87458038330078
2015-02-12,30.013954162597656,72.78020477294922
2015-02-13,29.885839462280273,71.95274353027344
2015-02-17,29.75773048400879,71.39385986328125
2015-02-18,29.700788497924805,72.09791564941406
2015-02-19,29.971250534057617,71.6551513671875
2015-02-20,29.871606826782227,71.90193176269531
2015-02-23,29.78618812561035,72.1850357055664
2015-02-24,29.98548126220703,72.27938842773438
2015-02-25,29.928552627563477,72.22132110595703
2015-02-26,30.220348358154297,71.90918731689453
2015-02-27,30.81821632385254,71.8438949584961
2015-03-02,30.747034072875977,71.8583984375
2015-03-03,30.56909942626953,71.42288970947266
2015-03-04,30.248823165893555,71.14155578613281
2015-03-05,30.17764663696289,71.04660034179688
2015-03-06,29.55131721496582,70.27202606201172
