date,price1,price2,signal,position,shares1,shares2,cash,position_value,portfolio_value,commission_paid,borrow_cost,total_commission,total_borrow_cost,returns,cumulative_returns
2012-08-17,41.891448974609375,21.990333557128903,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126166.806581052,278207.04854883906,1404373.855129891,0.0,4.646028126208987,4648.704551425666,993.4446486970671,0.005569340495844344,0.40437385512989077
2012-08-20,41.77330780029297,20.719995498657227,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126162.1736555335,236402.4219950661,1362564.5956505996,0.0,4.632925518584456,4648.704551425666,998.0775742156516,-0.029770747530346586,0.3625645956505992
2012-08-21,41.58869171142578,20.854124069213867,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126157.5612051133,243019.70155588666,1369177.262761,0.0,4.612450420147361,4648.704551425666,1002.690024635799,0.004853103575058748,0.3691772627609995
2012-08-22,41.82498550415039,21.49324607849121,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126152.9225482086,262074.96818024997,1388227.8907284585,0.0,4.63865690461899,4648.704551425666,1007.328681540418,0.013913923701188269,0.38822789072845776
2012-08-23,41.75852584838867,21.587928771972656,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126148.2912621025,266032.22775471245,1392180.519016815,0.0,4.631286106103182,4648.704551425666,1011.9599676465211,0.0028472474258403047,0.39218051901681417
2012-08-24,42.061283111572266,21.879871368408203,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126143.6263982903,272558.4468483641,1398702.0732466544,0.0,4.664863812164808,4648.704551425666,1016.6248314586859,0.0046844171001940715,0.3987020732466535
2012-08-27,41.84715270996094,21.85619735717773,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126138.9852829014,274148.60384611494,1400287.5891290163,0.0,4.641115388729618,4648.704551425666,1021.2659468474155,0.0011335622593893202,0.40028758912901563
2012-08-28,41.95846939086914,21.97455787658692,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126134.3318217848,276922.25114342937,1403056.5829652143,0.0,4.653461116630536,4648.704551425666,1025.919407964046,0.0019774465314801315,0.4030565829652135
2012-08-29,42.188568115234375,22.361183166503903,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126129.6528412562,287475.0293636547,1413604.682204911,0.0,4.67898052861969,4648.704551425666,1030.5983884926657,0.0075179428739819976,0.4136046822049104
2012-08-30,42.0252799987793,22.23494338989257,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126124.9919704183,285014.90490335436,1411139.8968737726,0.0,4.660870837971707,4648.704551425666,1035.2592593306374,-0.0017436171244805676,0.41113989687377206
2012-08-31,42.121768951416016,22.47165298461914,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126120.3203983419,291972.0248956216,1418092.3452939633,0.0,4.671572076501087,4648.704551425666,1039.9308314071384,0.004926831447110924,0.41809234529396266
2012-09-04,42.151458740234375,22.432188034057617,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126115.645533479,290300.3579654152,1416416.0034988942,0.0,4.674864862911862,4648.704551425666,1044.6056962700502,-0.001182110460318242,0.4164160034988935
2012-09-05,41.96590423583984,22.17181396484375,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126110.9912477909,283535.5736062264,1409646.5648540172,0.0,4.654285688224343,4648.704551425666,1049.2599819582745,-0.004779272917105448,0.4096465648540166
2012-09-06,42.78979110717773,22.39274024963379,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126106.2455878085,281825.03862817964,1407931.2842159881,0.0,4.745659982280636,4648.704551425666,1054.005641940555,-0.001216816101847984,0.40793128421598746
2012-09-07,42.50031280517578,22.34539604187012,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126101.532032811,283453.9824292081,1409555.5144620193,0.0,4.713554997469932,4648.704551425666,1058.7191969380249,0.0011536289194225002,0.40955551446201865
2012-09-10,42.52999877929688,22.63734436035156,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126096.8151854503,293033.1583212557,1419129.9735067058,0.0,4.716847360806519,4648.704551425666,1063.4360442988313,0.0067925377514064245,0.4191299735067051
2012-09-11,42.09950256347656,22.56632232666016,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126092.1460828579,295434.7787168803,1421526.9247997382,0.0,4.669102592461552,4648.704551425666,1068.1051468912929,0.0016890287273050308,0.4215269247997375
2012-09-12,42.34444427490234,22.26649475097656,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126087.4498146717,282517.95615194313,1408605.4059666148,0.0,4.696268186118999,4648.704551425666,1072.8014150774118,-0.009089886802491454,0.4086054059666142
2012-09-13,43.272239685058594,22.897724151611328,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126082.6506480738,293574.7386313821,1419657.3892794559,0.0,4.799166598001726,4648.704551425666,1077.6005816754134,0.007846046356223546,0.4196573892794553
2012-09-14,44.13322830200195,23.197553634643555,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126077.755992362,294128.03145375213,1420205.7874461142,0.0,4.89465571161747,4648.704551425666,1082.4952373870308,0.0003862890939740904,0.4202057874461136
2012-09-17,43.72500228881836,23.063419342041016,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126072.9066115117,294138.1535757877,1420211.0601872995,0.0,4.849380850386226,4648.704551425666,1087.344618237417,3.7126599763404045e-06,0.4202110601872988
2012-09-18,43.68789291381836,23.02396774291992,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126068.061346327,293213.7118731319,1419281.7732194588,0.0,4.845265184678398,4648.704551425666,1092.1898834220956,-0.0006543301864710971,0.41928177321945825
2012-09-19,44.140655517578125,23.34747314453125,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126063.16586689,299134.45954269834,1425197.6254095882,0.0,4.8954794370629,4648.704551425666,1097.0853628591585,0.004168201340816191,0.4251976254095875
2012-09-20,43.99961853027344,23.67097282409668,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126058.2860293519,311693.31301055447,1437751.5990399064,0.0,4.8798375381576955,4648.704551425666,1101.9652003973163,0.00880858444225252,0.4377515990399057
2012-09-21,44.10353088378906,23.82088661193848,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126053.394667273,315620.90464990516,1441674.299317178,0.0,4.891362079058316,4648.704551425666,1106.8565624763746,0.0027283574435883473,0.44167429931717717
2012-09-24,44.081275939941406,23.513168334960938,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126048.5057734086,305423.2968678741,1431471.8026412828,0.0,4.888893864241347,4648.704551425666,1111.7454563406159,-0.007076838839901289,0.4314718026412818
2012-09-25,44.32620620727539,23.41059112548828,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126043.5897152198,299202.8472683124,1425246.4369835323,0.0,4.91605818867623,4648.704551425666,1116.6615145292922,-0.004348926500867045,0.42524643698353115
2012-09-26,43.91797637939453,23.67886543273925,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126038.7189323155,312873.9579581594,1438912.6768904747,0.0,4.870782904370798,4648.704551425666,1121.532297433663,0.009588685544000608,0.4389126768904734
2012-09-27,44.4449577331543,23.876121520996094,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126033.7897038274,313679.08239055675,1439712.8720943842,0.0,4.929228488170955,4648.704551425666,1126.461525921834,0.0005561110251934842,0.4397128720943828
2012-09-28,44.80866622924805,23.860336303710938,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126028.8201377536,309077.178053533,1435105.9981912866,0.0,4.969566073619884,4648.704551425666,1131.431091995454,-0.0031998560215662497,0.43510599819128526
2012-10-01,44.95711517333984,23.915571212768555,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126023.834107748,309292.72548170784,1435316.5595894558,0.0,4.986030005673762,4648.704551425666,1136.4171220011276,0.00014672184384623144,0.4353165595894546
2012-10-02,44.77898406982422,23.899789810180664,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126018.8678336146,310748.37118855835,1436767.239022173,0.0,4.966274133357485,4648.704551425666,1141.383396134485,0.0010107034737563136,0.4367672390221715
2012-10-03,45.847774505615234,24.22330093383789,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126013.7830238242,309782.51552743174,1435796.2985512558,0.0,5.084809790329339,4648.704551425666,1146.4682059248144,-0.0006757813266802248,0.43579629855125446
2012-10-04,45.82551193237305,24.42055892944336,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126008.7006830948,316727.9009027624,1442736.601585857,0.0,5.0823407293639935,4648.704551425666,1151.5505466541783,0.0048337657936603495,0.4427366015858556
2012-10-05,46.90917205810547,25.06756591796875,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1126003.4981575652,326577.8321653943,1452581.3303229595,0.0,5.202525529523462,4648.704551425666,1156.7530721837018,0.0068236493939926035,0.4525813303229578
2012-10-08,45.92942428588867,24.89397430419922,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125998.404292295,331637.7073508953,1457636.1116431903,0.0,5.093865270264614,4648.704551425666,1161.8469374539663,0.0034798611373498822,0.4576361116431886
2012-10-09,45.239139556884766,24.56258010864257,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125993.3869839914,328104.4969281124,1454097.8839121037,0.0,5.017308303519718,4648.704551425666,1166.864245757486,-0.002427373816293543,0.45409788391210193
2012-10-10,44.34104919433594,24.373210906982425,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125988.469279621,331715.87772289297,1457704.347002514,0.0,4.917704370344524,4648.704551425666,1171.7819501278307,0.0024802065461422274,0.4577043470025124
2012-10-11,43.79920959472656,24.278528213500977,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125983.6116687085,334559.01518155664,1460542.626850265,0.0,4.857610912579316,4648.704551425666,1176.63956104041,0.00194708882743444,0.4605426268502637
2012-10-12,44.20745086669922,24.60202980041504,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125978.7087812424,340977.35339471686,1466956.0621759593,0.0,4.902887466107315,4648.704551425666,1181.5424485065173,0.004391131903849432,0.46695606217595786
2012-10-15,45.01648712158203,25.406843185424805,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125973.71616651,359254.6073004882,1485228.3234669983,0.0,4.992614732346937,4648.704551425666,1186.5350632388643,0.012455902233319494,0.48522832346699696
2012-10-16,45.1723518371582,25.525196075439453,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125968.7062653895,361529.9770296361,1487498.6832950255,0.0,5.00990112062368,4648.704551425666,1191.544964359488,0.0015286268058283259,0.4874986832950241
2012-10-17,45.56572341918945,25.87236785888672,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125963.6527368585,368918.1034594823,1494881.7561963408,0.0,5.053528530964064,4648.704551425666,1196.598492890452,0.004963414747339856,0.49488175619633923
2012-10-18,45.87004470825195,25.698787689208984,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125958.565457161,359623.2954340331,1485581.860891194,0.0,5.087279697443063,4648.704551425666,1201.6857725878951,-0.006221157805022526,0.4855818608911926
2012-10-19,45.93685531616211,25.75402069091797,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125953.4707677423,360751.4425514781,1486704.9133192203,0.0,5.094689418784233,4648.704551425666,1206.7804620066793,0.000755968053724354,0.4867049133192187
2012-10-22,46.04819107055664,25.936384201049805,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125948.3637304802,365697.64677248045,1491646.0105029605,0.0,5.107037262056095,4648.704551425666,1211.8874992687354,0.003323522468698048,0.491646010502959
2012-10-23,45.83293533325195,25.611289978027344,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125943.2805664483,357067.7868534399,1483011.0674198882,0.0,5.083164031735235,4648.704551425666,1216.9706633004705,-0.00578886882160512,0.48301106741988664
2012-10-24,45.48408889770508,25.603364944458008,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125938.236091705,360698.6285035477,1486636.8645952528,0.0,5.0444747433255435,4648.704551425666,1222.015138043796,0.0024448888177703854,0.48663686459525124
2012-10-25,44.89030456542969,25.206907272338867,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125933.2574714208,353877.8338289359,1479811.0913003567,0.0,4.978620284332592,4648.704551425666,1226.9937583281287,-0.0045914193690834715,0.47981109130035504
2012-10-26,44.56370544433594,24.865951538085938,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125928.3150730561,345954.2560568525,1471882.5711299088,0.0,4.942398364591493,4648.704551425666,1231.9361566927203,-0.005357792097287817,0.47188257112990706
2012-10-31,45.55831146240234,25.67473220825196,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125923.2623665584,362291.639757831,1488214.9021243895,0.0,5.052706497815388,4648.704551425666,1236.9888631905355,0.011096218757412846,0.4882149021243878
2012-11-01,46.21148300170898,26.13462257385254,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125918.1372191827,370601.9331326901,1496520.0703518728,0.0,5.125147375778267,4648.704551425666,1242.1140105663137,0.005580624287277347,0.4965200703518713
2012-11-02,46.03335189819336,26.2852783203125,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125913.0318276791,377707.77839633723,1503620.8102240164,0.0,5.10539150346199,4648.704551425666,1247.2194020697757,0.004744834374639684,0.503620810224015
2012-11-05,46.30056381225586,26.21391487121582,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125907.896800675,372297.8773128853,1498205.7741135603,0.0,5.135027004233161,4648.704551425666,1252.3544290740087,-0.0036013309164358853,0.4982057741135588
2012-11-06,46.47868347167969,26.396284103393555,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125902.7420190678,376497.67439555755,1502400.4164146252,0.0,5.154781607326873,4648.704551425666,1257.5092106813356,0.0027997771558094797,0.5024004164146239
2012-11-07,46.01106643676758,25.98396873474121,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125897.6390991637,367728.07369915134,1493625.712798315,0.0,5.102919904051512,4648.704551425666,1262.6121305853871,-0.005840456059810206,0.4936257127983137
2012-11-08,45.1723518371582,25.452714920043945,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125892.6291980431,359069.39058944135,1484962.0197874845,0.0,5.00990112062368,4648.704551425666,1267.6220317060108,-0.00580044447320005,0.4849620197874833
2012-11-09,45.2465705871582,24.953170776367188,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125887.611065591,341281.1741427183,1467168.7852083093,0.0,5.018132452039336,4648.704551425666,1272.64016415805,-0.011982282605262684,0.46716878520830796
2012-11-12,45.39502716064453,25.357553482055664,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125882.5764683608,353349.4872626211,1479232.063730982,0.0,5.034597230241593,4648.704551425666,1277.6747613882917,0.008222147747615649,0.4792320637309804
2012-11-13,47.04279708862305,25.3496322631836,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125877.3591229655,334659.56310630334,1460536.9222292688,0.0,5.217345395279991,4648.704551425666,1282.8921067835718,-0.012638410131916245,0.46053692222926745
2012-11-14,45.62510681152344,25.357553482055664,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125872.2990084386,350777.34376350546,1476649.642771944,0.0,5.060114526859804,4648.704551425666,1287.9522213104315,0.01103205286866804,0.47664964277194244
2012-11-15,45.461822509765625,24.897666931152344,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125867.2570031793,336990.55356256803,1462857.8105657473,0.0,5.042005259286008,4648.704551425666,1292.9942265697175,-0.00933994889966372,0.4628578105657457
2012-11-16,46.107566833496094,25.357553482055664,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125862.1433807674,345383.7489611851,1471245.8923419525,0.0,5.113622411803458,4648.704551425666,1298.1078489815209,0.005734037659450353,0.4712458923419507
2012-11-19,47.00568771362305,26.927539825439453,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125856.9301510379,388641.1449030386,1514498.0750540765,0.0,5.213229729572162,4648.704551425666,1303.321078711093,0.0293983371082005,0.5144980750540746
2012-11-20,47.36936950683594,27.316068649291992,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125851.6765866843,397765.1708293045,1523616.8474159888,0.0,5.253564353501771,4648.704551425666,1308.5746430645947,0.006020986432476505,0.523616847415987
2012-11-21,47.56976318359375,27.39535903930664,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125846.4007973976,398216.6435323948,1524063.0443297923,0.0,5.275789286783393,4648.704551425666,1313.8504323513782,0.000292853754249478,0.5240630443297905
2012-11-23,48.11159133911133,27.871118545532227,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125841.0649159222,408310.4095497002,1534151.4744656226,0.0,5.335881475326033,4648.704551425666,1319.1863138267042,0.006619430983097363,0.5341514744656208
2012-11-26,48.00027084350586,28.029691696166992,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125835.741380598,414938.13452146354,1540773.8759020614,0.0,5.323535324350926,4648.704551425666,1324.509849151055,0.004316654220044125,0.5407738759020597
2012-11-27,47.836238861083984,28.02176856994629,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125830.4360374636,416502.93341401534,1542333.369451479,0.0,5.305343134236143,4648.704551425666,1329.8151922852912,0.00101214952681139,0.5423333694514774
2012-11-28,48.33577346801758,28.362716674804688,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125825.0752927645,422492.94394047395,1548318.0192332384,0.0,5.36074469924849,4648.704551425666,1335.1759369845397,0.0038802569537139675,0.5483180192332366
2012-11-29,47.89588165283203,28.235858917236328,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125819.7633348652,423104.092925159,1548923.8562600242,0.0,5.311957899176717,4648.704551425666,1340.4878948837163,0.0003912872027969083,0.5489238562600225
2012-11-30,48.51470947265625,28.616458892822266,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125814.382745025,429106.5811637783,1554920.9639088032,0.0,5.380589840218587,4648.704551425666,1345.868484723935,0.0038717898394691197,0.5549209639088013
2012-12-03,48.4476203918457,28.57682037353516,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125809.0095957904,428510.9478621376,1554319.957457928,0.0,5.37314923446164,4648.704551425666,1351.2416339583965,-0.000386518970947769,0.5543199574579261
2012-12-04,47.89588165283203,28.24378204345703,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125803.6976378912,423373.0667961774,1549176.7644340685,0.0,5.311957899176717,4648.704551425666,1356.553591857573,-0.003308966727977425,0.5491767644340666
2012-12-05,47.73185348510742,27.910764694213867,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125798.403871759,413901.54150746774,1539699.945379227,0.0,5.2937661321361205,4648.704551425666,1361.8473579897093,-0.006117325841963228,0.539699945379225
2012-12-06,47.97044372558594,27.88698005676269,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125793.0836444518,410426.8154364161,1536219.8990808679,0.0,5.320227307269357,4648.704551425666,1367.1675852969786,-0.002260210704561616,0.536219899080866
2012-12-07,48.05245971679688,27.839405059814453,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125787.7543210494,407894.85556767613,1533682.6098887254,0.0,5.329323402326749,4648.704551425666,1372.4969086993053,-0.0016516445293154325,0.5336826098887235
2012-12-10,47.00118637084961,27.60151481628418,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125782.5415905474,411571.5344782999,1537354.0760688474,0.0,5.212730502029478,4648.704551425666,1377.7096392013348,0.002393889163539775,0.5373540760688456
2012-12-11,46.88935089111328,27.60944938659668,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125777.3412633114,413091.1460645938,1538868.4873279054,0.0,5.200327236038895,4648.704551425666,1382.9099664373737,0.0009850764262000489,0.5388684873279035
2012-12-12,46.91917037963867,27.5380802154541,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125772.1376289045,410334.94637709786,1536107.0840060024,0.0,5.203634406972086,4648.704551425666,1388.1136008443457,-0.0017944375004376178,0.5361070840060005
2012-12-13,46.53149032592773,27.37949752807617,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125766.9769906811,409285.4049827741,1535052.3819734552,0.0,5.160638223321266,4648.704551425666,1393.274239067667,-0.0006866071015027009,0.5350523819734534
2012-12-14,46.27053451538086,27.323989868164062,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125761.845294117,410318.3531093959,1536080.1984035128,0.0,5.13169656421959,4648.704551425666,1398.4059356318865,0.0006695644019236724,0.5360801984035111
2012-12-17,47.20249557495117,28.426156997680664,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125756.610237144,437315.9354692887,1563072.5457064328,0.0,5.235056973116394,4648.704551425666,1403.6409926050028,0.01757222528548552,0.563072545706431
2012-12-18,46.97137451171875,28.41030502319336,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125751.4008129667,439361.5792994101,1565112.9801123769,0.0,5.209424177244663,4648.704551425666,1408.8504167822475,0.0013053996831746684,0.5651129801123751
2012-12-19,46.05429458618164,27.839405059814453,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125746.293098786,430233.06510180194,1555979.3582005878,0.0,5.107714180758041,4648.704551425666,1413.9581309630055,-0.0058357588415970385,0.5559793582005861
2012-12-20,46.20343017578125,28.05348014831543,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125741.1688445196,435833.23430527817,1561574.4031497978,0.0,5.124254266165889,4648.704551425666,1419.0823852291715,0.0035958349445459614,0.561574403149796
2012-12-21,45.71880340576172,27.783899307250977,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125736.0983384445,432099.33579358517,1557835.4341320298,0.0,5.070506075083044,4648.704551425666,1424.1528913042546,-0.002394358546237929,0.557835434132028
2012-12-24,45.90518569946289,27.94246864318848,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125731.0071613877,435398.80428184,1561129.8114432278,0.0,5.091177056869514,4648.704551425666,1429.2440683611242,0.002114714583465238,0.5611298114432259
2012-12-26,45.584590911865234,27.910764694213867,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125725.9515403318,437906.56519192236,1563632.516732254,0.0,5.055621055901452,4648.704551425666,1434.2996894170255,0.0016031372091425133,0.5636325167322522
2012-12-27,45.53239822387695,27.85525321960449,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125720.901707777,436605.54548579454,1562326.4471935716,0.0,5.049832554851441,4648.704551425666,1439.349521971877,-0.0008352790855308267,0.5623264471935698
2012-12-28,45.21926498413086,27.736316680908203,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125715.88660369,436068.5237034698,1561784.4103071596,0.0,5.015104086996509,4648.704551425666,1444.3646260588735,-0.0003469421434845188,0.5617844103071579
2012-12-31,46.113956451416016,28.16448974609375,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125710.772272629,440602.0413489305,1566312.8136215594,0.0,5.114331061069557,4648.704551425666,1449.478957119943,0.002899506029458321,0.5663128136215574
2013-01-02,47.329246520996094,28.69574546813965,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125705.5231581698,445050.9160487144,1570756.4392068842,0.0,5.249114459184857,4648.704551425666,1454.728071579128,0.0028369975311959283,0.5707564392068822
2013-01-03,47.19503784179688,28.426156997680664,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125700.2889283067,437399.30816121376,1563099.5970895204,0.0,5.234229863077455,4648.704551425666,1459.9623014422054,-0.004874620868165924,0.5630995970895183
2013-01-04,47.105560302734375,28.212072372436523,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125695.0646220718,431131.8763153611,1556826.940937433,0.0,5.224306234906933,4648.704551425666,1465.1866076771123,-0.0040129599954904505,0.5568269409374309
2013-01-07,46.85206985473633,27.56187629699707,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125689.8684295397,411892.9154960787,1537582.7839256185,0.0,5.1961925319925735,4648.704551425666,1470.382800209105,-0.012361140795923431,0.5375827839256166
2013-01-08,47.13539505004883,27.57773780822754,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125684.6408144415,409263.9865753355,1534948.627389777,0.0,5.227615098136881,4648.704551425666,1475.610415307242,-0.0017131803005209223,0.5349486273897752
2013-01-09,47.09811401367188,27.657026290893555,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125679.4173340474,412372.44597051153,1538051.863304559,0.0,5.2234803940905605,4648.704551425666,1480.8338957013325,0.0020217197236489515,0.538051863304557
2013-01-10,47.433624267578125,28.188291549682617,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125674.1566434323,426657.020671741,1552331.1773151732,0.0,5.2606906151365,4648.704551425666,1486.094586316469,0.009284026339615448,0.5523311773151711
2013-01-11,47.4932861328125,28.41030502319336,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125668.8893359369,433526.9408245119,1559195.8301604488,0.0,5.2673074954480175,4648.704551425666,1491.361893811917,0.0044221574272238495,0.5591958301604465
2013-01-14,47.329246520996094,28.05348014831543,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125663.6402214777,423247.3268489662,1548910.967070444,0.0,5.249114459184857,4648.704551425666,1496.611008271102,-0.00659626128486146,0.5489109670704417
2013-01-15,47.6796760559082,28.48959350585937,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125658.3522421543,434134.9017959862,1559793.2540381406,0.0,5.2879793233828645,4648.704551425666,1501.8989875944849,0.0070257666186450685,0.5597932540381385
2013-01-16,47.61255645751953,28.362716674804688,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125653.0717068212,430578.04805505485,1556231.119761876,0.0,5.280535333032409,4648.704551425666,1507.1795229275174,-0.002283722068320615,0.5562311197618739
2013-01-17,48.49980545043945,29.3380184173584,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125647.6927699319,453768.6632887615,1579416.3560586935,0.0,5.378936889363273,4648.704551425666,1512.5584598168807,0.014898324549868391,0.5794163560586914
2013-01-18,48.81295394897461,29.457475662231445,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125642.2791028824,454323.19139339635,1579965.4704962787,0.0,5.41366704951496,4648.704551425666,1517.9721268663957,0.0003476692105148782,0.5799654704962767
2013-01-22,49.02169036865234,29.815824508666992,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125636.8422856363,464154.85931986116,1589791.7016054974,0.0,5.436817246047306,4648.704551425666,1523.408944112443,0.006219269530069127,0.5897917016054954
2013-01-23,49.551063537597656,30.16621971130371,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125631.346757539,470132.0033639341,1595763.3501214732,0.0,5.495528097363789,4648.704551425666,1528.9044722098067,0.003756245871673114,0.5957633501214712
2013-01-24,50.214637756347656,30.58831787109375,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125625.7776348405,477043.0336194539,1602668.8112542944,0.0,5.569122698639297,4648.704551425666,1534.473594908446,0.004327371682208092,0.6026688112542924
2013-01-25,50.565032958984375,30.723691940307617,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125620.1696510853,477721.51088227914,1603341.6805333644,0.0,5.607983755169607,4648.704551425666,1540.0815786636158,0.00041984299834441074,0.6033416805333625
2013-01-28,50.38611602783203,30.54052352905273,HOLD_SHORT,-1,-11179.361100775408,33947.94725288254,1125614.5815103557,473503.4962989986,1599118.0778093543,0.0,5.588140729570454,4648.704551425666,1545.6697193931861,-0.002634249938918254,0.5991180778093523
