date,spread_raw,spread_filtered,P,K,z_score,signal,position
2011-11-17,-1.0260933478220116,-0.9463664205668286,0.002640585934374057,0.2640585934374056,0.6269254191462915,HOLD_SHORT,-1
2011-11-18,-0.9930777311596755,-0.951736241192838,0.002640585934374057,0.2640585934374056,0.6213392044188816,HOLD_SHORT,-1
2011-11-21,-1.0208704036976939,-0.9629874898221427,0.002640585934374057,0.2640585934374056,0.6096345507307599,HOLD_SHORT,-1
2011-11-22,-0.9691627327110646,-0.9575310920959068,0.002640585934374057,0.2640585934374056,0.6153108314596297,HOLD_SHORT,-1
2011-11-23,-0.9586176749494135,-0.9507711458484122,0.002640585934374057,0.2640585934374056,0.6223431913677702,HOLD_SHORT,-1
2011-11-25,-0.9972726660840285,-0.9560531533305819,0.002640585934374057,0.2640585934374056,0.6168483284957651,HOLD_SHORT,-1
2011-11-28,-1.0483444074865953,-0.9733874610654858,0.002640585934374057,0.2640585934374056,0.5988154793742967,HOLD_SHORT,-1
2011-11-29,-1.053215474574261,-0.9873031726572459,0.002640585934374057,0.2640585934374056,0.5843389896644254,HOLD_SHORT,-1
2011-11-30,-0.9819371753072703,-0.9786202620887317,0.002640585934374057,0.2640585934374056,0.5933718058929005,HOLD_SHORT,-1
2011-12-01,-0.9479699851568677,-0.9633247213519143,0.002640585934374057,0.2640585934374056,0.6092837293776159,HOLD_SHORT,-1
2011-12-02,-0.9755806809937293,-0.9594715073120751,0.002640585934374057,0.2640585934374056,0.6132922210044971,HOLD_SHORT,-1
2011-12-05,-0.9590211704534797,-0.9522914438881416,0.002640585934374057,0.2640585934374056,0.6207616280547512,HOLD_SHORT,-1
2011-12-06,-1.0244712944458172,-0.9643428466541979,0.002640585934374057,0.2640585934374056,0.6082245754590627,HOLD_SHORT,-1
2011-12-07,-1.0657381489395816,-0.9840201492470843,0.002640585934374057,0.2640585934374056,0.5877543130060369,HOLD_SHORT,-1
2011-12-08,-1.076728657954137,-1.0012588159287197,0.002640585934374057,0.2640585934374056,0.5698209591000558,HOLD_SHORT,-1
2011-12-09,-1.0663962209474844,-1.0110902292648596,0.002640585934374057,0.2640585934374056,0.5595933575106125,HOLD_SHORT,-1
2011-12-12,-1.0324853430771324,-1.0092987612696926,0.002640585934374057,0.2640585934374056,0.5614570184399575,HOLD_SHORT,-1
